#{"t_start": 1737020819.9345298, "env_id": "None"}
r,l,t
6.505764,129,1050.89289
4.063996,99,1052.111535
8.510359,214,1053.591506
5.49971,116,1054.797523
8.632468,149,1056.094241
5.781317,128,1057.337218
7.425796,141,1058.585043
4.635084,108,1059.782415
4.069285,95,1060.948103
20.148578,145,1062.227673
4.942151,107,1063.409593
5.833891,120,1064.659581
4.574716,105,1065.860575
34.125925,612,1068.105703
4.750386,102,1069.392855
3.058723,78,1070.528427
4.321472,96,1071.711084
16.555245,271,1073.273148
32.745444,2742,1079.963845
28.846616,276,1081.120479
21.027713,158,1082.419876
3.446748,84,1083.578159
3.835615,91,1084.738478
4.616756,100,1085.926197
5.617401,114,1087.192238
5.253493,111,1088.381127
4.337204,111,1089.579453
7.758436,156,1090.924021
5.493681,113,1092.111891
11.519851,228,1093.56042
8.783927,151,1094.829221
5.973977,126,1096.04723
19.224276,140,1097.287664
4.776045,101,1098.460887
5.968211,126,1099.746522
87.073362,1178,1103.127061
8.480555,157,1104.396616
7.437435,129,1105.640577
9.155647,160,1106.926957
11.326062,171,1108.233233
6.966426,151,1109.582566
8.275007,148,1110.853487
6.255591,138,1112.117857
5.906609,114,1113.339087
4.355321,97,1114.502526
8.285141,151,1115.822822
20.223133,394,1117.719203
6.558751,130,1118.931564
8.407409,153,1120.20877
4.81966,102,1121.381532
4.921391,118,1122.57972
21.200913,144,1123.928017
9.484766,166,1125.253358
4.999012,110,1126.481087
22.306643,335,1128.214543
4.611433,110,1129.43417
3.929383,92,1130.5775
5.121764,107,1131.769915
5.418543,110,1132.979421
3.058093,81,1134.151632
4.928942,106,1135.421243
4.407109,102,1136.602667
4.469066,96,1137.825541
6.057786,121,1139.194201
5.180572,110,1140.415864
5.986194,116,1141.615719
10.224135,168,1142.908972
5.036835,103,1144.144962
3.886755,94,1145.329552
5.189263,106,1146.543648
4.655678,104,1147.734314
5.411853,113,1148.909737
7.822263,173,1150.248004
5.419023,113,1151.475512
7.005515,140,1152.752269
5.980642,116,1153.999658
6.832759,135,1155.222002
5.171228,111,1155.92113
5.947993,118,1157.129545
7.556936,142,1158.449322
5.067569,103,1159.6849
6.883124,144,1161.028885
101.835588,1325,1164.714583
53.647809,724,1167.152357
84.142769,1345,1170.857734
51.171306,830,1173.638843
5.763351,121,1174.830696
6.083548,122,1176.048768
22.021564,330,1177.703501
10.495523,167,1179.004069
44.82395,656,1181.365784
50.357011,1173,1184.757961
8.760533,148,1186.039416
4.59357,109,1187.295312
6.395558,137,1188.578831
5.210722,111,1189.795714
5.470782,113,1191.042519
20.725958,2832,1197.878287
6.57146,122,1199.131264
6.964671,146,1200.38173
5.648211,113,1201.590664
48.732781,692,1203.948842
28.486926,501,1205.928259
8.836524,156,1207.254211
11.997186,190,1208.617943
17.269298,296,1210.242497
9.633675,157,1211.544428
49.147945,1416,1215.569191
40.105821,790,1218.157859
13.966623,191,1219.489797
11.476384,679,1221.854405
46.973103,634,1224.107003
7.695005,156,1225.399554
23.569721,347,1227.081759
8.055708,156,1228.374577
9.732093,162,1229.698532
9.092932,163,1230.978368
24.861199,425,1232.864631
9.306913,156,1234.162769
9.730704,159,1235.494374
18.790238,119,1236.706936
5.649746,144,1238.039644
9.386219,223,1239.495338
4.667475,98,1240.722813
31.219335,456,1242.661813
13.123855,181,1243.983961
7.756507,229,1245.416674
5.571336,113,1246.596571
8.790312,208,1248.014222
23.317079,170,1249.377954
35.722208,607,1251.675466
13.468655,210,1253.112356
11.102589,187,1254.48231
9.611684,155,1255.822721
5.367157,118,1257.05414
4.277608,98,1258.203905
6.556806,121,1259.478487
9.493771,148,1260.770612
5.329745,111,1262.005279
5.106734,114,1263.197786
19.700953,312,1264.815358
6.122276,117,1266.022643
16.030095,287,1267.55181
8.136386,154,1268.877501
10.775476,164,1270.224857
9.179941,145,1271.505955
8.829753,154,1272.837188
9.523409,153,1274.156779
9.437206,153,1275.434761
7.00353,131,1276.814142
19.334896,124,1278.065593
8.649782,169,1279.377635
41.201594,569,1281.493947
11.751376,249,1282.984839
14.431822,219,1284.377074
7.711432,153,1285.705121
45.167106,741,1288.111983
9.28521,162,1289.438805
9.915889,165,1290.784657
17.975831,117,1291.986215
11.792282,169,1293.365637
30.031605,389,1295.141643
119.370468,1673,1299.525618
11.229654,187,1300.86882
11.440817,190,1302.239209
5.867029,146,1303.531616
11.242457,176,1304.878366
11.275862,224,1306.285061
302.963193,4464,1316.344772
6.453783,130,1317.613551
9.119424,156,1318.906563
11.251274,169,1320.242875
6.861578,150,1321.515641
8.845334,157,1322.852969
7.212893,130,1324.150633
5.145855,105,1325.377848
7.947173,159,1326.661795
136.764649,1763,1331.212055
4.693364,145,1332.546275
11.744537,196,1333.932647
106.279665,1429,1337.828325
124.311368,1773,1342.363016
6.963351,140,1343.622255
8.162902,181,1345.026747
21.989698,174,1346.396642
23.097357,630,1348.653499
7.588965,163,1349.940829
6.21778,120,1351.252269
13.482632,265,1352.787892
5.16313,359,1354.469514
120.027794,1777,1359.27742
3.129475,86,1360.439903
3.090732,79,1361.573243
2.977806,79,1362.714247
3.355042,83,1363.859693
2.913869,78,1364.5365
3.058104,78,1365.687958
3.595145,85,1366.849926
3.0187,80,1367.985638
2.845108,77,1369.099969
3.70811,88,1370.333652
2.962273,79,1371.461522
3.069014,80,1372.67184
2.93959,79,1373.799631
3.268509,83,1374.987108
2.665976,76,1376.202241
2.873094,80,1377.313632
2.998861,80,1378.520658
3.256145,82,1379.68927
2.754809,79,1380.865191
2.915398,79,1382.006802
2.860258,78,1383.140143
2.964679,79,1384.306305
3.174984,81,1385.481505
2.906949,77,1386.617303
2.989831,80,1387.774102
2.776139,79,1388.942801
2.678387,78,1390.073069
2.978814,79,1391.305732
3.002327,81,1392.45111
2.849757,78,1393.586729
2.932094,78,1394.714509
2.94561,79,1395.885551
3.073234,81,1397.019822
2.993112,79,1398.157637
2.994556,78,1399.284071
2.964981,79,1400.551854
2.638445,79,1401.701284
2.992995,79,1402.835313
2.99483,79,1403.977021
3.027095,78,1405.114281
2.766419,79,1406.271063
2.964981,79,1407.420212
3.009479,79,1408.535006
2.722818,79,1409.705993
2.680837,79,1410.880493
2.897651,79,1412.020134
2.735483,79,1413.201789
2.9843,79,1414.421232
2.918789,79,1415.549164
2.964931,79,1416.672751
2.966804,79,1417.804524
2.991232,79,1418.98775
2.740417,79,1420.203144
2.876649,79,1421.357141
