#{"t_start": 1737009019.944477, "env_id": "None"}
r,l,t
19.235838,137,3585.376938
19.722236,132,3588.538389
22.590772,164,3592.219808
27.269282,209,3596.543235
23.817822,172,3600.309124
26.183662,199,3604.475405
25.93967,197,3608.593484
24.135462,176,3612.439653
25.708097,202,3616.604704
21.916282,155,3620.160207
18.02519,138,3623.477123
25.959851,194,3627.576817
23.460908,170,3631.331974
22.099863,153,3634.893722
25.215375,186,3638.993829
23.496348,168,3642.727343
22.075478,160,3646.391764
23.297735,160,3650.023209
26.06332,212,3654.37752
23.176681,169,3658.126995
22.9973,163,3661.785091
18.422432,145,3665.191708
23.974795,177,3669.055613
24.775172,206,3673.355536
21.050478,148,3676.860741
19.966951,136,3680.160844
22.919054,164,3683.823232
24.769809,186,3687.805388
24.562568,179,3691.859818
20.983479,149,3695.327489
26.9956,218,3699.806012
23.826143,172,3703.674608
20.12168,141,3707.010774
23.845932,172,3710.7933
21.91697,160,3714.391176
20.399213,143,3717.810852
26.079228,191,3721.89446
21.803481,155,3725.472393
23.745355,177,3729.391394
27.025507,208,3733.694444
23.838123,171,3737.510187
25.060428,186,3741.661386
20.680774,143,3745.05921
23.834072,173,3748.878044
24.746653,185,3752.859675
25.152749,185,3756.845139
19.420047,260,3761.922919
26.443148,197,3766.156236
22.398618,164,3769.960619
27.756551,213,3774.356381
21.062175,144,3777.766589
19.794206,133,3780.994789
25.274974,191,3785.027613
26.963177,223,3789.57824
26.194864,203,3793.840835
18.971971,127,3797.008489
26.400018,199,3801.21137
25.088274,186,3805.189832
21.095959,146,3808.678294
26.924105,199,3812.874655
18.457187,119,3815.926427
26.843294,206,3820.242067
25.040458,190,3824.340048
25.10898,187,3828.361768
22.325077,155,3831.958993
26.445242,208,3836.361286
21.949054,154,3839.892304
28.168826,223,3844.42857
22.26923,158,3848.011988
21.994469,158,3851.60699
26.988249,210,3855.906003
20.168081,132,3859.128584
27.654864,334,3865.262913
21.716357,153,3868.790542
18.846437,131,3872.00615
23.038047,161,3875.65681
26.852904,196,3879.827087
26.700696,199,3883.979121
18.013306,139,3887.324789
22.373302,155,3890.912849
24.981819,183,3894.859229
27.973038,212,3899.293725
19.957976,141,3902.82689
22.340116,156,3906.374711
23.922339,176,3910.227924
27.292507,200,3914.42314
19.67093,130,3917.592854
24.288045,179,3921.479264
26.462304,207,3925.788547
20.022304,145,3929.162411
27.310035,212,3933.545645
18.987658,139,3936.891079
21.347893,147,3940.359009
24.106959,176,3944.262223
21.94462,159,3947.842956
23.044833,162,3951.463027
19.964133,133,3954.708743
24.239912,170,3958.429737
22.881666,168,3962.152807
19.178708,167,3965.963206
24.647921,185,3969.994098
23.979208,186,3973.996354
21.468543,145,3977.410594
26.957554,205,3981.802438
27.011349,208,3986.096377
24.213563,179,3989.976394
28.212022,222,3994.479547
27.15405,209,3998.778793
21.981051,156,4002.341245
24.601676,187,4006.408171
20.387919,146,4009.828655
27.758348,212,4014.142871
18.805709,135,4017.411112
21.656961,151,4020.913084
21.134188,150,4024.375798
26.840562,209,4028.72695
24.248839,185,4032.787703
23.297353,173,4036.646892
23.523378,166,4040.360172
27.150404,218,4044.789403
22.11994,156,4048.363357
25.014878,183,4052.324937
17.41381,311,4058.180325
20.949338,143,4061.512382
23.739466,185,4065.546672
25.745971,196,4069.696704
26.994356,201,4073.973246
27.622577,217,4078.477402
24.751861,195,4082.608584
25.591693,206,4086.929917
24.24986,173,4090.745905
26.94848,203,4094.980403
25.092607,188,4099.130911
19.421295,134,4102.427417
26.411903,205,4106.697358
20.149928,135,4109.941845
31.617465,437,4117.545092
21.739508,150,4121.028579
22.537352,160,4124.675798
21.468199,148,4128.127477
21.772587,153,4131.642369
24.219588,181,4135.54197
26.41181,196,4139.712143
21.336714,148,4143.180896
25.084732,188,4147.178014
20.601825,139,4150.462196
21.780506,153,4153.980699
22.554487,160,4157.625918
19.46342,254,4162.614346
26.07558,193,4166.796613
20.39059,139,4170.143575
27.768786,212,4174.508793
22.033645,167,4178.231213
24.190205,187,4182.207427
20.915251,152,4185.768583
23.932529,174,4189.629118
20.027304,147,4193.098027
21.956922,156,4196.659085
26.249217,193,4200.788957
25.762912,195,4204.931399
23.551182,169,4208.747019
21.704041,154,4212.275704
25.981106,193,4216.414534
20.152115,160,4220.148103
20.12029,136,4223.481582
26.968825,206,4227.763801
23.206003,170,4231.62797
18.033067,144,4235.098184
23.794799,171,4238.86434
25.959159,187,4242.897176
27.170906,209,4247.283004
26.39239,199,4251.479917
25.274084,187,4255.543236
21.00367,143,4258.931038
22.333837,155,4262.515405
23.226208,164,4266.245356
23.519918,166,4269.982188
21.042571,148,4273.48184
21.617055,154,4277.032015
20.978266,147,4280.482947
18.011948,135,4283.732041
23.108572,165,4287.431901
19.287437,129,4290.594525
26.016769,191,4294.663292
19.975545,141,4298.098698
20.393521,139,4301.465516
20.39955,136,4304.726771
25.591503,193,4308.795847
21.341976,150,4312.277415
24.800558,181,4316.194705
22.966557,162,4319.848317
23.054982,164,4323.544909
22.997029,162,4327.212368
20.697665,142,4330.576235
28.692165,220,4335.043918
27.290991,213,4339.44687
27.274825,207,4343.788733
22.987265,166,4347.51565
20.142148,135,4350.788717
23.206503,171,4354.560772
19.158396,138,4357.832566
22.867938,162,4361.508823
23.98982,174,4365.462829
21.993121,163,4369.164576
25.003809,179,4373.277946
23.266568,175,4377.149105
20.640471,144,4380.549275
26.097187,191,4384.633921
23.857873,172,4388.42969
22.407027,165,4392.115546
24.736229,180,4396.029783
26.177065,196,4400.199487
22.556758,162,4403.932651
18.777697,122,4407.032611
19.681545,129,4410.160893
23.840406,171,4413.98294
26.430604,208,4418.315441
21.022138,144,4421.697702
22.001236,158,4425.29461
26.99011,204,4429.696908
22.265666,160,4433.360949
26.455503,198,4437.566779
23.009891,162,4441.232348
21.931301,159,4444.862648
24.7158,177,4448.726146
21.710656,157,4452.345921
22.522125,157,4455.949932
19.126737,132,4459.233225
23.752255,183,4463.216569
26.887867,204,4467.494772
23.178364,169,4471.327551
29.075662,224,4475.933397
17.938412,123,4479.064687
26.086981,189,4483.116727
22.259658,156,4486.699987
21.969297,148,4490.183285
22.813666,162,4493.828506
24.463657,182,4497.814955
51.193934,756,4510.100206
21.977666,153,4513.647281
27.357208,215,4518.100315
22.387143,160,4521.749157
18.959139,126,4524.863881
24.2268,174,4528.711627
24.228187,183,4532.69855
25.937833,184,4536.695608
25.112373,183,4540.648407
20.164804,137,4543.981888
20.661076,145,4547.393596
27.421841,207,4551.714062
27.305734,203,4555.963169
27.075063,200,4560.231997
29.114794,245,4565.167541
26.445787,200,4569.379925
24.783117,180,4573.312143
23.283195,170,4577.098788
19.132815,137,4580.400963
19.670727,130,4583.584213
22.562007,158,4587.179215
26.677289,197,4591.328924
21.024719,147,4594.78352
27.09139,206,4599.097047
21.549862,150,4602.628321
26.827696,201,4606.882176
19.268471,131,4610.078984
26.920094,195,4614.214838
25.988348,190,4618.284195
27.623584,209,4622.617839
21.939958,150,4626.148609
21.018154,143,4629.582667
20.643216,141,4632.933696
29.108472,223,4637.451385
26.002514,188,4641.462758
21.990663,152,4644.961013
20.64411,141,4648.299415
22.827659,164,4651.978703
26.190755,198,4656.131592
26.436466,203,4660.335032
23.031965,161,4663.998976
26.844797,200,4668.182755
23.367238,172,4671.99858
22.152851,155,4675.534824
25.966059,198,4679.729193
24.74187,179,4683.611306
24.560051,183,4687.549605
20.642554,144,4690.952167
24.117596,170,4694.786784
21.03296,142,4698.16241
23.108359,162,4701.902218
23.299934,175,4705.735134
21.954002,152,4709.266845
24.736941,179,4713.147714
23.99772,179,4717.039776
23.523028,166,4720.73031
21.65282,152,4724.235239
24.502664,176,4728.049865
22.364526,158,4731.619038
26.950069,210,4735.962702
24.751111,177,4739.829737
28.280513,210,4744.149477
25.602941,204,4748.385541
23.552198,169,4752.118855
27.923253,209,4756.433528
22.280986,158,4760.0465
24.615838,183,4764.050568
23.511866,177,4767.885762
22.900558,160,4771.51851
22.327006,157,4775.116495
25.475983,195,4779.230646
23.336648,162,4782.847651
20.635254,138,4786.13535
24.008884,168,4789.836185
19.763238,131,4793.052514
24.613502,179,4796.932189
18.206914,130,4800.133883
26.418727,198,4804.319549
24.174825,175,4808.147571
19.765175,134,4811.397499
23.961853,167,4815.146276
24.808877,180,4819.05251
21.081814,151,4822.535962
27.349864,211,4826.982816
26.404456,196,4831.169139
21.025608,143,4834.517474
21.283355,147,4837.952944
23.684205,184,4841.902784
26.050451,194,4845.96961
21.777977,151,4849.480296
27.36254,209,4853.799852
26.441018,196,4857.936365
27.181394,202,4862.164664
24.267069,177,4866.036503
26.433017,197,4870.182999
25.607441,187,4874.202901
26.063582,191,4878.219737
26.456648,193,4882.312861
25.091261,198,4886.516794
27.633268,206,4890.803391
25.761049,190,4894.953111
20.09205,149,4898.367077
21.958728,152,4901.863973
20.971381,143,4905.236847
24.987077,178,4909.082821
22.915284,162,4912.737115
21.124749,143,4916.086727
20.971003,141,4919.431674
22.296926,157,4923.013191
23.940598,180,4926.886656
21.283869,145,4930.276549
25.022845,182,4934.237069
23.007117,162,4937.902746
20.152587,144,4941.419773
20.916751,147,4944.865329
25.949181,199,4949.002306
19.973495,136,4952.264623
28.67185,217,4956.698872
24.124633,171,4960.580449
29.045457,225,4965.202966
20.370233,136,4968.47076
25.428124,185,4972.43589
24.758118,189,4976.419585
22.889912,161,4980.032457
21.978974,153,4983.535446
27.036472,202,4987.736086
19.046279,135,4991.030327
25.138361,188,4995.080384
19.950127,138,4998.40281
24.171816,181,5002.354325
25.424555,182,5006.284501
23.828503,172,5010.102965
20.674003,144,5013.519876
23.740074,169,5017.247271
26.981369,200,5021.446548
25.60255,188,5025.500081
21.695502,158,5029.121103
19.994841,140,5032.431041
27.302196,207,5036.756145
18.049764,129,5039.937336
19.752213,131,5043.136201
19.149545,130,5046.32529
21.994177,155,5049.821263
25.259875,183,5053.734852
